length,delete,insert,indel,platform
38,53,27,0,HiSeq2500
39,54,28,0,HiSeq2500
40,44,20,0,HiSeq2500
41,41,20,0,HiSeq2500
42,39,25,0,HiSeq2500
43,24,11,0,HiSeq2500
44,40,7,0,HiSeq2500
45,24,10,0,HiSeq2500
46,37,6,0,HiSeq2500
47,12,10,0,HiSeq2500
48,22,6,0,HiSeq2500
49,24,5,0,HiSeq2500
50,0,0,0,HiSeq2500
51,2,0,0,HiSeq2500
52,0,0,0,HiSeq2500
53,0,0,0,HiSeq2500
54,0,0,0,HiSeq2500
55,0,0,0,HiSeq2500
56,0,0,0,HiSeq2500
57,2,0,0,HiSeq2500
58,0,0,0,HiSeq2500
59,0,0,0,HiSeq2500
60,2,0,0,HiSeq2500
61,0,0,0,HiSeq2500
62,2,0,0,HiSeq2500
1,185514,181581,0,HiSeq2500
2,59198,57183,0,HiSeq2500
3,22210,20979,0,HiSeq2500
4,36348,34403,0,HiSeq2500
5,9231,8369,1,HiSeq2500
6,9464,7555,0,HiSeq2500
7,2384,1927,0,HiSeq2500
8,6946,5993,0,HiSeq2500
9,1987,1788,0,HiSeq2500
10,2639,2228,0,HiSeq2500
11,1070,881,0,HiSeq2500
12,2928,2417,0,HiSeq2500
13,836,649,0,HiSeq2500
14,1250,787,0,HiSeq2500
15,906,661,0,HiSeq2500
16,1230,979,0,HiSeq2500
17,442,377,0,HiSeq2500
18,692,414,0,HiSeq2500
19,375,252,0,HiSeq2500
20,653,370,0,HiSeq2500
21,263,170,0,HiSeq2500
22,378,150,0,HiSeq2500
23,208,95,0,HiSeq2500
24,366,186,0,HiSeq2500
25,189,71,0,HiSeq2500
26,221,48,0,HiSeq2500
27,137,44,0,HiSeq2500
28,169,61,0,HiSeq2500
29,84,25,0,HiSeq2500
30,153,30,0,HiSeq2500
31,93,17,0,HiSeq2500
32,101,35,0,HiSeq2500
33,48,22,0,HiSeq2500
34,67,19,0,HiSeq2500
35,43,14,0,HiSeq2500
36,62,10,0,HiSeq2500
37,45,10,0,HiSeq2500
38,38,9,0,HiSeq2500
39,48,8,0,HiSeq2500
40,40,10,0,HiSeq2500
41,35,5,0,HiSeq2500
42,35,11,0,HiSeq2500
43,28,5,0,HiSeq2500
44,32,1,0,HiSeq2500
45,16,4,0,HiSeq2500
46,22,4,0,HiSeq2500
47,8,2,0,HiSeq2500
48,20,7,0,HiSeq2500
1,187047,182865,0,HiSeq2500
2,59623,57827,0,HiSeq2500
3,22285,21268,0,HiSeq2500
4,36287,34614,0,HiSeq2500
5,9242,8414,0,HiSeq2500
6,9336,7539,1,HiSeq2500
7,2419,1908,0,HiSeq2500
8,6884,5828,0,HiSeq2500
9,2023,1734,0,HiSeq2500
10,2754,2193,0,HiSeq2500
11,1128,884,0,HiSeq2500
12,3052,2537,0,HiSeq2500
13,808,659,0,HiSeq2500
14,1205,760,0,HiSeq2500
15,804,640,0,HiSeq2500
16,1271,932,0,HiSeq2500
17,418,363,0,HiSeq2500
18,706,390,0,HiSeq2500
19,394,237,0,HiSeq2500
20,677,337,0,HiSeq2500
21,279,158,0,HiSeq2500
22,345,122,0,HiSeq2500
23,206,100,0,HiSeq2500
24,392,148,0,HiSeq2500
25,176,59,0,HiSeq2500
26,201,53,0,HiSeq2500
27,150,44,0,HiSeq2500
28,162,73,0,HiSeq2500
29,91,26,0,HiSeq2500
30,151,28,0,HiSeq2500
31,94,17,0,HiSeq2500
32,109,24,0,HiSeq2500
33,44,20,0,HiSeq2500
34,65,17,0,HiSeq2500
35,54,16,0,HiSeq2500
36,76,10,0,HiSeq2500
37,29,10,0,HiSeq2500
38,44,7,0,HiSeq2500
39,36,6,0,HiSeq2500
40,40,8,0,HiSeq2500
41,32,6,0,HiSeq2500
42,39,4,0,HiSeq2500
43,25,5,0,HiSeq2500
44,32,3,0,HiSeq2500
45,17,5,0,HiSeq2500
46,20,3,0,HiSeq2500
47,16,2,0,HiSeq2500
48,19,7,0,HiSeq2500
49,2,0,0,HiSeq2500
1,185912,182565,0,HiSeq2500
2,60234,57305,0,HiSeq2500
3,22380,21125,0,HiSeq2500
4,37696,35392,0,HiSeq2500
5,9428,8552,0,HiSeq2500
6,9456,7718,0,HiSeq2500
7,2467,1927,0,HiSeq2500
8,7338,6104,0,HiSeq2500
9,2090,1858,0,HiSeq2500
10,2949,2297,0,HiSeq2500
11,1108,893,0,HiSeq2500
12,3292,2503,0,HiSeq2500
13,872,696,0,HiSeq2500
14,1382,800,0,HiSeq2500
15,920,712,0,HiSeq2500
16,1464,983,0,HiSeq2500
17,481,347,0,HiSeq2500
18,794,416,0,HiSeq2500
19,384,270,0,HiSeq2500
20,818,411,0,HiSeq2500
21,303,192,0,HiSeq2500
22,438,153,0,HiSeq2500
23,248,109,0,HiSeq2500
24,475,185,0,HiSeq2500
25,224,77,0,HiSeq2500
26,245,60,0,HiSeq2500
27,170,46,0,HiSeq2500
28,257,63,0,HiSeq2500
29,121,35,0,HiSeq2500
30,195,42,0,HiSeq2500
31,105,20,0,HiSeq2500
32,139,25,0,HiSeq2500
33,56,21,0,HiSeq2500
34,107,13,0,HiSeq2500
35,60,11,0,HiSeq2500
36,95,16,0,HiSeq2500
37,50,11,0,HiSeq2500
38,60,7,0,HiSeq2500
39,55,8,0,HiSeq2500
40,42,5,0,HiSeq2500
41,39,8,0,HiSeq2500
42,44,11,0,HiSeq2500
43,25,6,0,HiSeq2500
44,42,4,0,HiSeq2500
45,28,3,0,HiSeq2500
46,37,2,0,HiSeq2500
47,15,2,0,HiSeq2500
48,24,2,0,HiSeq2500
49,23,1,0,HiSeq2500
50,0,0,0,HiSeq2500
51,2,0,0,HiSeq2500
52,0,0,0,HiSeq2500
53,0,0,0,HiSeq2500
54,0,0,0,HiSeq2500
55,0,0,0,HiSeq2500
56,0,0,0,HiSeq2500
57,2,0,0,HiSeq2500
1,189248,185773,0,HiSeq2500
2,62062,59421,0,HiSeq2500
3,22865,21553,0,HiSeq2500
4,38310,36344,0,HiSeq2500
5,9579,8690,0,HiSeq2500
6,9781,8101,0,HiSeq2500
7,2556,1971,0,HiSeq2500
8,7573,6357,0,HiSeq2500
9,2130,1880,0,HiSeq2500
10,3040,2452,0,HiSeq2500
11,1123,902,0,HiSeq2500
12,3369,2693,0,HiSeq2500
13,875,701,0,HiSeq2500
14,1418,843,0,HiSeq2500
15,962,740,0,HiSeq2500
16,1519,1008,0,HiSeq2500
17,481,352,0,HiSeq2500
18,820,445,0,HiSeq2500
19,376,268,0,HiSeq2500
20,845,416,0,HiSeq2500
21,305,189,0,HiSeq2500
22,450,154,0,HiSeq2500
23,252,88,0,HiSeq2500
24,489,186,0,HiSeq2500
25,225,81,0,HiSeq2500
26,248,56,0,HiSeq2500
27,166,51,0,HiSeq2500
28,268,60,0,HiSeq2500
29,122,36,0,HiSeq2500
30,205,32,0,HiSeq2500
31,106,17,0,HiSeq2500
32,140,34,0,HiSeq2500
33,57,21,0,HiSeq2500
34,100,11,0,HiSeq2500
35,59,12,0,HiSeq2500
36,103,16,0,HiSeq2500
37,51,11,0,HiSeq2500
38,61,6,0,HiSeq2500
39,54,6,0,HiSeq2500
40,46,7,0,HiSeq2500
41,42,7,0,HiSeq2500
42,46,16,0,HiSeq2500
43,26,5,0,HiSeq2500
44,45,4,0,HiSeq2500
45,27,4,0,HiSeq2500
46,36,2,0,HiSeq2500
47,11,1,0,HiSeq2500
48,23,3,0,HiSeq2500
49,24,2,0,HiSeq2500
50,0,0,0,HiSeq2500
51,2,0,0,HiSeq2500
52,0,0,0,HiSeq2500
53,0,0,0,HiSeq2500
54,0,0,0,HiSeq2500
55,0,0,0,HiSeq2500
56,0,0,0,HiSeq2500
57,2,0,0,HiSeq2500
58,0,0,0,HiSeq2500
59,0,0,0,HiSeq2500
60,2,0,0,HiSeq2500
61,0,0,0,HiSeq2500
62,2,0,0,HiSeq2500
1,175450,172968,0,HiSeq2500
2,55949,52560,0,HiSeq2500
3,21134,19782,0,HiSeq2500
4,35207,32533,0,HiSeq2500
5,8930,7933,0,HiSeq2500
6,8593,6775,0,HiSeq2500
7,2350,1736,0,HiSeq2500
8,6622,5233,0,HiSeq2500
9,1950,1588,0,HiSeq2500
10,2719,1960,0,HiSeq2500
11,1038,730,0,HiSeq2500
12,3023,2067,0,HiSeq2500
13,838,503,0,HiSeq2500
14,1276,595,0,HiSeq2500
15,870,507,0,HiSeq2500
16,1360,708,0,HiSeq2500
17,441,220,0,HiSeq2500
18,754,268,0,HiSeq2500
19,351,148,0,HiSeq2500
20,761,247,0,HiSeq2500
21,283,103,0,HiSeq2500
22,375,79,0,HiSeq2500
23,225,54,0,HiSeq2500
24,424,105,0,HiSeq2500
25,206,43,0,HiSeq2500
26,219,24,0,HiSeq2500
27,148,15,0,HiSeq2500
28,222,23,0,HiSeq2500
29,105,13,0,HiSeq2500
30,170,9,0,HiSeq2500
31,91,10,0,HiSeq2500
32,131,17,0,HiSeq2500
33,42,6,0,HiSeq2500
34,90,7,0,HiSeq2500
35,52,5,0,HiSeq2500
36,87,7,0,HiSeq2500
37,43,0,0,HiSeq2500
38,52,2,0,HiSeq2500
39,47,3,0,HiSeq2500
40,38,4,0,HiSeq2500
41,37,3,0,HiSeq2500
42,34,3,0,HiSeq2500
43,18,1,0,HiSeq2500
44,40,0,0,HiSeq2500
45,24,0,0,HiSeq2500
46,32,0,0,HiSeq2500
47,13,1,0,HiSeq2500
48,22,0,0,HiSeq2500
49,21,0,0,HiSeq2500
50,0,0,0,HiSeq2500
51,0,0,0,HiSeq2500
52,0,0,0,HiSeq2500
53,0,0,0,HiSeq2500
54,0,0,0,HiSeq2500
55,0,0,0,HiSeq2500
56,0,0,0,HiSeq2500
57,2,0,0,HiSeq2500
58,0,0,0,HiSeq2500
59,0,0,0,HiSeq2500
60,2,0,0,HiSeq2500
1,184187,181035,0,HiSeq4000
2,60459,59205,0,HiSeq4000
3,22299,21286,0,HiSeq4000
4,37752,36357,0,HiSeq4000
5,9303,8539,1,HiSeq4000
6,10199,8719,0,HiSeq4000
7,2399,1984,0,HiSeq4000
8,7516,6945,0,HiSeq4000
9,2021,1839,0,HiSeq4000
10,2844,2676,0,HiSeq4000
11,1082,915,0,HiSeq4000
12,3147,2889,0,HiSeq4000
13,846,688,0,HiSeq4000
14,1315,1069,0,HiSeq4000
15,943,753,0,HiSeq4000
16,1323,1284,0,HiSeq4000
17,459,461,0,HiSeq4000
18,745,610,0,HiSeq4000
19,379,381,0,HiSeq4000
20,704,613,0,HiSeq4000
21,267,354,0,HiSeq4000
22,398,288,0,HiSeq4000
23,216,199,0,HiSeq4000
24,397,384,0,HiSeq4000
25,200,177,0,HiSeq4000
26,233,181,0,HiSeq4000
27,141,158,0,HiSeq4000
28,185,158,0,HiSeq4000
29,93,98,0,HiSeq4000
30,163,127,0,HiSeq4000
31,94,82,0,HiSeq4000
32,110,102,0,HiSeq4000
33,51,66,0,HiSeq4000
34,76,63,0,HiSeq4000
35,46,42,0,HiSeq4000
36,70,58,0,HiSeq4000
37,49,55,0,HiSeq4000
38,42,43,0,HiSeq4000
39,47,39,0,HiSeq4000
40,48,44,0,HiSeq4000
41,36,33,0,HiSeq4000
42,40,47,0,HiSeq4000
43,29,23,0,HiSeq4000
44,35,29,0,HiSeq4000
45,21,17,0,HiSeq4000
46,25,19,0,HiSeq4000
47,9,22,0,HiSeq4000
48,21,22,0,HiSeq4000
49,0,0,0,HiSeq4000
50,0,0,0,HiSeq4000
51,0,0,0,HiSeq4000
52,0,0,0,HiSeq4000
53,0,0,0,HiSeq4000
54,0,0,0,HiSeq4000
55,0,0,0,HiSeq4000
56,0,0,0,HiSeq4000
57,0,0,0,HiSeq4000
58,0,0,0,HiSeq4000
59,0,0,0,HiSeq4000
60,0,0,0,HiSeq4000
61,0,0,0,HiSeq4000
62,0,0,0,HiSeq4000
63,0,0,0,HiSeq4000
64,0,0,0,HiSeq4000
65,0,0,0,HiSeq4000
66,0,0,0,HiSeq4000
67,0,1,0,HiSeq4000
1,185017,181940,0,HiSeq4000
2,60757,59742,0,HiSeq4000
3,22263,21560,0,HiSeq4000
4,37602,36566,0,HiSeq4000
5,9344,8578,0,HiSeq4000
6,10164,8725,1,HiSeq4000
7,2440,1971,0,HiSeq4000
8,7553,6818,0,HiSeq4000
9,2047,1786,0,HiSeq4000
10,2955,2665,0,HiSeq4000
11,1132,931,0,HiSeq4000
12,3241,2998,0,HiSeq4000
13,810,699,0,HiSeq4000
14,1270,1018,0,HiSeq4000
15,829,750,0,HiSeq4000
16,1371,1200,0,HiSeq4000
17,436,462,0,HiSeq4000
18,753,589,0,HiSeq4000
19,400,367,0,HiSeq4000
20,732,558,0,HiSeq4000
21,280,312,0,HiSeq4000
22,360,288,0,HiSeq4000
23,209,225,0,HiSeq4000
24,425,371,0,HiSeq4000
25,188,168,0,HiSeq4000
26,208,175,0,HiSeq4000
27,153,145,0,HiSeq4000
28,179,189,0,HiSeq4000
29,98,86,0,HiSeq4000
30,162,111,0,HiSeq4000
31,105,79,0,HiSeq4000
32,114,97,0,HiSeq4000
33,56,47,0,HiSeq4000
34,75,48,0,HiSeq4000
35,58,52,0,HiSeq4000
36,82,59,0,HiSeq4000
37,31,44,0,HiSeq4000
38,47,38,0,HiSeq4000
39,39,28,0,HiSeq4000
40,45,39,0,HiSeq4000
41,38,40,0,HiSeq4000
42,41,28,0,HiSeq4000
43,28,15,0,HiSeq4000
44,36,18,0,HiSeq4000
45,19,22,0,HiSeq4000
46,24,15,0,HiSeq4000
47,17,24,0,HiSeq4000
48,19,20,0,HiSeq4000
49,2,0,0,HiSeq4000
1,181141,177664,0,HiSeq4000
2,61508,59128,0,HiSeq4000
3,22286,21182,0,HiSeq4000
4,39477,38008,0,HiSeq4000
5,9487,8703,0,HiSeq4000
6,10502,9184,0,HiSeq4000
7,2471,1982,0,HiSeq4000
8,8190,7343,0,HiSeq4000
9,2116,1928,0,HiSeq4000
10,3221,2932,0,HiSeq4000
11,1113,947,0,HiSeq4000
12,3558,3176,0,HiSeq4000
13,871,725,0,HiSeq4000
14,1505,1123,0,HiSeq4000
15,986,850,0,HiSeq4000
16,1611,1306,0,HiSeq4000
17,498,468,0,HiSeq4000
18,869,636,0,HiSeq4000
19,401,382,0,HiSeq4000
20,904,668,0,HiSeq4000
21,320,347,0,HiSeq4000
22,470,289,0,HiSeq4000
23,259,226,0,HiSeq4000
24,521,413,0,HiSeq4000
25,232,175,0,HiSeq4000
26,261,191,0,HiSeq4000
27,175,156,0,HiSeq4000
28,284,175,0,HiSeq4000
29,125,93,0,HiSeq4000
30,217,119,0,HiSeq4000
31,113,84,0,HiSeq4000
32,156,99,0,HiSeq4000
33,69,57,0,HiSeq4000
34,121,51,0,HiSeq4000
35,66,51,0,HiSeq4000
36,113,65,0,HiSeq4000
37,60,53,0,HiSeq4000
38,68,48,0,HiSeq4000
39,58,37,0,HiSeq4000
40,58,26,0,HiSeq4000
41,46,44,0,HiSeq4000
42,47,44,0,HiSeq4000
43,26,20,0,HiSeq4000
44,46,25,0,HiSeq4000
45,27,13,0,HiSeq4000
46,42,14,0,HiSeq4000
47,17,17,0,HiSeq4000
48,26,15,0,HiSeq4000
49,25,14,0,HiSeq4000
50,0,0,0,HiSeq4000
51,0,0,0,HiSeq4000
52,0,0,0,HiSeq4000
53,0,0,0,HiSeq4000
54,0,0,0,HiSeq4000
55,0,0,0,HiSeq4000
56,0,0,0,HiSeq4000
57,2,0,0,HiSeq4000
58,0,2,0,HiSeq4000
59,0,0,0,HiSeq4000
60,2,0,0,HiSeq4000
61,0,0,0,HiSeq4000
62,2,0,0,HiSeq4000
1,187274,184428,0,HiSeq4000
2,63266,61450,0,HiSeq4000
3,22938,21877,0,HiSeq4000
4,39867,38544,0,HiSeq4000
5,9656,8836,0,HiSeq4000
6,10662,9333,0,HiSeq4000
7,2581,2021,0,HiSeq4000
8,8303,7454,0,HiSeq4000
9,2163,1970,0,HiSeq4000
10,3257,3017,0,HiSeq4000
11,1133,954,0,HiSeq4000
12,3595,3225,0,HiSeq4000
13,890,740,0,HiSeq4000
14,1516,1145,0,HiSeq4000
15,993,864,0,HiSeq4000
16,1626,1344,0,HiSeq4000
17,502,482,0,HiSeq4000
18,870,643,0,HiSeq4000
19,399,388,0,HiSeq4000
20,917,676,0,HiSeq4000
21,319,347,0,HiSeq4000
22,475,301,0,HiSeq4000
23,259,234,0,HiSeq4000
24,533,444,0,HiSeq4000
25,236,181,0,HiSeq4000
26,268,201,0,HiSeq4000
27,178,157,0,HiSeq4000
28,284,181,0,HiSeq4000
29,131,96,0,HiSeq4000
30,223,126,0,HiSeq4000
31,113,85,0,HiSeq4000
32,158,97,0,HiSeq4000
33,69,59,0,HiSeq4000
34,126,60,0,HiSeq4000
35,68,53,0,HiSeq4000
36,113,76,0,HiSeq4000
37,61,63,0,HiSeq4000
38,72,48,0,HiSeq4000
39,59,41,0,HiSeq4000
40,58,31,0,HiSeq4000
41,48,45,0,HiSeq4000
42,48,42,0,HiSeq4000
43,27,17,0,HiSeq4000
44,48,25,0,HiSeq4000
45,31,12,0,HiSeq4000
46,42,16,0,HiSeq4000
47,17,25,0,HiSeq4000
48,27,17,0,HiSeq4000
49,23,18,0,HiSeq4000
50,0,0,0,HiSeq4000
51,0,0,0,HiSeq4000
52,0,0,0,HiSeq4000
53,0,0,0,HiSeq4000
54,0,0,0,HiSeq4000
55,0,0,0,HiSeq4000
56,0,0,0,HiSeq4000
57,2,0,0,HiSeq4000
58,0,2,0,HiSeq4000
59,0,0,0,HiSeq4000
60,2,0,0,HiSeq4000
61,0,0,0,HiSeq4000
62,2,0,0,HiSeq4000
1,186852,184182,0,HiSeq4000
2,63164,61381,0,HiSeq4000
3,22853,21866,0,HiSeq4000
4,39830,38480,0,HiSeq4000
5,9649,8865,0,HiSeq4000
6,10655,9317,0,HiSeq4000
7,2566,2035,0,HiSeq4000
8,8336,7464,0,HiSeq4000
9,2163,1967,0,HiSeq4000
10,3270,2994,0,HiSeq4000
11,1129,953,0,HiSeq4000
12,3591,3248,0,HiSeq4000
13,887,745,0,HiSeq4000
14,1507,1144,0,HiSeq4000
15,1005,860,0,HiSeq4000
16,1630,1355,0,HiSeq4000
17,504,476,0,HiSeq4000
18,872,652,0,HiSeq4000
19,403,387,0,HiSeq4000
20,924,678,0,HiSeq4000
21,319,355,0,HiSeq4000
22,480,297,0,HiSeq4000
23,265,224,0,HiSeq4000
24,522,445,0,HiSeq4000
25,238,188,0,HiSeq4000
26,262,191,0,HiSeq4000
27,178,154,0,HiSeq4000
28,288,189,0,HiSeq4000
29,132,100,0,HiSeq4000
30,218,130,0,HiSeq4000
31,109,87,0,HiSeq4000
32,154,96,0,HiSeq4000
33,69,55,0,HiSeq4000
34,125,59,0,HiSeq4000
35,65,52,0,HiSeq4000
36,112,72,0,HiSeq4000
37,58,61,0,HiSeq4000
38,68,44,0,HiSeq4000
39,62,41,0,HiSeq4000
40,58,34,0,HiSeq4000
41,48,42,0,HiSeq4000
42,46,43,0,HiSeq4000
43,27,22,0,HiSeq4000
44,53,28,0,HiSeq4000
45,30,15,0,HiSeq4000
46,43,20,0,HiSeq4000
47,18,23,0,HiSeq4000
48,27,15,0,HiSeq4000
49,25,15,0,HiSeq4000
50,0,0,0,HiSeq4000
51,2,0,0,HiSeq4000
52,0,0,0,HiSeq4000
53,0,0,0,HiSeq4000
54,0,0,0,HiSeq4000
55,0,0,0,HiSeq4000
56,0,0,0,HiSeq4000
57,2,0,0,HiSeq4000
58,0,2,0,HiSeq4000
59,0,0,0,HiSeq4000
60,0,0,0,HiSeq4000
61,0,0,0,HiSeq4000
62,2,0,0,HiSeq4000
1,187134,183852,0,HiSeq4000
2,61289,60502,0,HiSeq4000
3,22508,21716,0,HiSeq4000
4,37830,36530,0,HiSeq4000
5,9345,8616,1,HiSeq4000
6,10279,8796,0,HiSeq4000
7,2435,2021,0,HiSeq4000
8,7557,7006,0,HiSeq4000
9,2052,1848,0,HiSeq4000
10,2842,2704,0,HiSeq4000
11,1085,916,0,HiSeq4000
12,3154,2915,0,HiSeq4000
13,851,692,0,HiSeq4000
14,1332,1079,0,HiSeq4000
15,936,766,0,HiSeq4000
16,1329,1299,0,HiSeq4000
17,453,468,0,HiSeq4000
18,743,611,0,HiSeq4000
19,383,377,0,HiSeq4000
20,717,606,0,HiSeq4000
21,266,354,0,HiSeq4000
22,400,290,0,HiSeq4000
23,213,197,0,HiSeq4000
24,392,382,0,HiSeq4000
25,199,184,0,HiSeq4000
26,234,186,0,HiSeq4000
27,144,160,0,HiSeq4000
28,179,161,0,HiSeq4000
29,91,100,0,HiSeq4000
30,154,121,0,HiSeq4000
31,98,81,0,HiSeq4000
32,111,102,0,HiSeq4000
33,50,63,0,HiSeq4000
34,79,65,0,HiSeq4000
35,44,44,0,HiSeq4000
36,67,58,0,HiSeq4000
37,49,58,0,HiSeq4000
38,43,48,0,HiSeq4000
39,49,42,0,HiSeq4000
40,47,43,0,HiSeq4000
41,37,36,0,HiSeq4000
42,41,49,0,HiSeq4000
43,29,22,0,HiSeq4000
44,40,29,0,HiSeq4000
45,20,18,0,HiSeq4000
46,25,18,0,HiSeq4000
47,9,18,0,HiSeq4000
48,22,21,0,HiSeq4000
49,0,0,0,HiSeq4000
50,0,0,0,HiSeq4000
51,0,0,0,HiSeq4000
52,0,0,0,HiSeq4000
53,0,0,0,HiSeq4000
54,0,0,0,HiSeq4000
55,0,0,0,HiSeq4000
56,0,0,0,HiSeq4000
57,0,0,0,HiSeq4000
58,0,0,0,HiSeq4000
59,0,0,0,HiSeq4000
60,0,0,0,HiSeq4000
61,0,0,0,HiSeq4000
62,0,0,0,HiSeq4000
63,0,0,0,HiSeq4000
64,0,0,0,HiSeq4000
65,0,0,0,HiSeq4000
66,0,0,0,HiSeq4000
67,0,1,0,HiSeq4000
1,189356,185607,0,HiSeq4000
2,62041,61523,0,HiSeq4000
3,22703,22151,0,HiSeq4000
4,37864,36930,0,HiSeq4000
5,9448,8683,0,HiSeq4000
6,10247,8821,1,HiSeq4000
7,2486,2021,0,HiSeq4000
8,7626,6908,0,HiSeq4000
9,2080,1812,0,HiSeq4000
10,2982,2701,0,HiSeq4000
11,1127,945,0,HiSeq4000
12,3275,3063,0,HiSeq4000
13,812,701,0,HiSeq4000
14,1286,1037,0,HiSeq4000
15,836,774,0,HiSeq4000
16,1375,1238,0,HiSeq4000
17,433,467,0,HiSeq4000
18,753,594,0,HiSeq4000
19,408,365,0,HiSeq4000
20,738,585,0,HiSeq4000
21,284,309,0,HiSeq4000
22,367,293,0,HiSeq4000
23,211,222,0,HiSeq4000
24,423,384,0,HiSeq4000
25,191,167,0,HiSeq4000
26,213,176,0,HiSeq4000
27,160,149,0,HiSeq4000
28,178,187,0,HiSeq4000
29,98,89,0,HiSeq4000
30,166,111,0,HiSeq4000
31,106,81,0,HiSeq4000
32,117,95,0,HiSeq4000
33,54,49,0,HiSeq4000
34,76,50,0,HiSeq4000
35,61,48,0,HiSeq4000
36,84,66,0,HiSeq4000
37,34,46,0,HiSeq4000
38,48,40,0,HiSeq4000
39,40,29,0,HiSeq4000
40,44,40,0,HiSeq4000
41,39,45,0,HiSeq4000
42,42,30,0,HiSeq4000
43,28,16,0,HiSeq4000
44,36,19,0,HiSeq4000
45,19,22,0,HiSeq4000
46,24,20,0,HiSeq4000
47,16,22,0,HiSeq4000
48,19,20,0,HiSeq4000
49,2,0,0,HiSeq4000
1,190748,187748,0,HiSeq4000
2,64303,62831,0,HiSeq4000
